0;11;23;34;37;48;62;69;76;
0;11;24;28;43;49;62;66;77;
0;11;25;32;44;46;58;69;75;
0;12;19;34;41;53;56;67;78;
0;12;23;29;44;46;61;67;78;
0;12;23;34;37;49;56;71;78;
0;12;24;29;43;46;58;71;77;
0;12;24;35;37;49;61;68;74;
0;12;25;29;44;51;58;64;77;
0;13;19;32;44;47;61;66;78;
0;13;24;28;41;47;62;66;79;
0;13;24;35;38;52;55;66;77;
0;13;24;35;39;46;61;68;74;
0;13;26;28;41;52;56;69;75;
0;13;26;32;39;46;61;65;78;
0;14;19;35;42;48;61;65;76;
0;14;21;28;42;53;56;67;79;
0;14;21;28;43;47;62;69;76;
0;14;25;29;42;48;55;71;76;
0;14;25;31;37;48;62;69;74;
0;14;26;31;37;52;56;69;75;
0;15;21;32;44;46;58;65;79;
0;15;21;34;38;49;62;64;77;
0;15;21;34;38;53;59;64;76;
0;15;22;34;37;53;56;68;75;
0;16;21;28;42;53;59;65;76;
0;16;22;29;41;53;55;66;78;
0;16;22;29;44;51;55;66;77;
1;12;18;33;44;50;56;67;79;
1;12;24;27;38;53;59;70;76;
1;12;25;29;44;50;54;67;78;
1;12;26;33;38;45;59;70;76;
1;12;26;33;40;47;54;68;79;
1;13;24;27;38;52;59;66;80;
1;13;24;30;36;47;62;68;79;
1;13;24;35;38;50;57;63;79;
1;13;24;35;39;52;54;65;77;
1;13;25;27;38;50;62;69;75;
1;13;25;27;44;50;56;69;75;
1;13;25;32;44;47;54;66;78;
1;13;25;32;44;47;54;69;75;
1;13;26;30;36;52;59;65;78;
1;14;18;29;42;53;57;70;76;
1;14;18;33;39;52;56;67;80;
1;14;18;33;40;47;62;66;79;
1;14;18;35;40;52;57;69;74;
1;14;20;27;43;48;62;69;76;
1;14;26;29;40;52;57;63;78;
1;15;22;27;44;48;59;70;74;
1;15;22;34;36;48;59;65;80;
1;15;26;32;38;45;57;70;76;
1;16;18;30;42;53;59;65;76;
1;16;22;29;44;50;57;63;78;
1;16;23;35;38;45;57;69;76;
1;17;22;29;43;48;60;63;77;
1;17;23;29;40;52;54;66;78;
1;17;23;29;42;48;54;70;76;
1;17;23;30;42;45;56;67;79;
2;9;21;33;44;46;58;70;77;
2;9;23;34;40;46;57;71;78;
2;9;24;28;43;50;57;71;76;
2;9;24;31;43;46;57;68;80;
2;9;25;30;44;51;58;64;77;
2;9;26;33;40;46;61;68;75;
0;9;18;27;36;45;54;63;72;
0;9;18;27;36;45;54;63;72;
